"","default_label","Age","gender","edu","housing","income","job_occupation","past_bad_credit","married"
"88",0,43,0,2,1,16542.9731346342,0,1,0
"89",0,63,1,1,1,4344.63246391051,0,1,1
"90",0,58,1,1,1,2213.18118615853,0,1,1
"91",0,63,1,0,0,854.144566087052,0,1,1
"92",0,17,0,2,0,20693.37437071,0,1,0
"93",0,50,0,3,1,7808.4365965714,0,1,0
"94",0,51,1,3,1,28565.5655860475,1,1,1
"95",0,51,0,2,1,9564.94780325252,0,1,0
"96",0,51,0,1,1,6681.61784226519,1,1,0
"97",0,18,0,0,0,2803.77285005525,1,1,0
"98",0,27,1,4,0,2728.45740290648,1,1,0
"99",0,42,0,3,1,8445.87502219206,0,1,0
"100",0,62,0,2,1,2107.29223563443,0,1,1
"101",0,42,0,0,1,5512.70019652322,1,1,0
"102",0,18,0,3,0,22613.3545761871,0,1,0
"103",0,49,0,2,1,2702.68402145761,0,1,1
"104",0,61,0,1,0,10580.0571834145,0,1,1
"105",0,57,0,2,1,8510.05202230669,0,1,1
"106",0,25,0,2,0,10987.8119736045,0,1,0
"107",0,45,1,3,1,5882.56271754747,0,1,1
"108",0,62,1,3,0,20341.0468059454,0,1,1
"109",0,53,1,2,1,15377.6154919496,0,1,0
"110",0,26,0,1,0,1700.20912030062,1,1,0
"111",0,26,1,1,0,6566.59070908956,0,1,0
"112",0,40,1,0,0,1250.75486823916,0,1,1
"113",0,41,0,1,1,5926.76538895831,0,1,0
"114",0,57,0,2,1,1273.02577546818,0,1,0
"115",0,57,0,2,1,11213.5730458783,1,1,1
"116",0,48,0,1,1,3932.67406523757,0,1,1
"117",0,53,1,2,1,14046.0096232944,1,1,1
"118",0,54,0,2,1,2690.78219047408,0,1,0
"119",0,65,1,0,1,1765.25959403254,0,1,0
"120",0,20,1,2,0,2061.43354724812,0,1,0
"121",0,50,0,1,1,2525.40977912932,0,1,1
"122",0,22,1,0,0,1355.65811102279,1,1,0
"123",0,59,0,3,1,16245.0096430134,2,1,1
"124",0,25,0,2,1,2458.1596545452,0,1,0
"125",0,48,1,3,1,17049.6516131704,0,1,0
"126",0,39,0,2,1,12772.3318134676,0,1,0
"127",0,55,1,2,1,1147.73597753775,2,1,0
"128",0,66,1,4,1,8304.60424996454,0,1,0
"129",0,40,1,1,1,7702.66076020461,0,1,1
"130",0,30,1,2,1,2749.23679066135,0,0,0
"131",0,41,0,2,1,2684.27801482992,0,1,0
"132",0,35,0,3,1,11557.975946493,0,1,1
"133",0,20,0,2,0,7460.38071896155,0,1,0
"134",0,25,0,1,0,940.946107940638,0,1,1
"135",0,65,0,1,1,6159.34566228285,0,1,1
"136",0,51,1,1,1,7359.24194915717,0,1,1
"137",0,60,0,2,1,10501.169039991,0,1,1
"138",0,48,1,2,1,2605.60922278327,0,1,0
"139",0,37,1,2,1,15384.8382886359,0,1,1
"140",0,33,0,2,0,4074.36001303071,1,1,0
"141",0,38,0,1,1,4271.12647954447,0,1,0
"142",0,35,0,2,1,11897.1483460396,0,1,0
"143",0,29,0,0,0,794.854429876432,1,1,0
"144",0,37,0,3,1,22559.4028009497,1,1,1
"145",0,25,1,2,0,2499.7002426073,0,1,0
"146",1,32,1,2,0,3262.89529397989,1,1,1
"147",0,51,1,1,1,4148.22174935325,0,1,0
"148",0,49,0,2,1,11868.304701793,1,1,1
"149",0,22,0,0,0,1012.84079356119,0,1,1
"150",0,56,0,0,1,9467.63418743387,1,1,1
"151",0,46,0,1,1,14241.7461857265,1,1,1
"152",0,24,1,2,1,15284.5038518417,0,1,1
"153",0,26,1,0,0,835.444796690717,0,1,1
"154",0,66,0,1,1,3778.56485497707,0,1,1
"155",0,22,1,1,0,10165.6928006443,0,1,0
"156",0,18,1,1,0,1832.04206668003,0,1,0
"157",0,40,0,2,0,19065.6497407265,0,1,1
"158",0,26,1,1,1,7565.65009655052,0,1,1
"159",0,21,0,2,0,11271.0449225473,0,1,0
"160",0,57,0,2,1,14006.1310940913,0,1,1
"161",0,41,0,3,0,23122.4767976582,0,1,1
"162",0,58,0,1,1,5324.40325585273,0,1,1
"163",0,31,0,2,0,9715.43823184222,1,1,1
"164",0,19,0,2,0,16994.9410030214,0,1,0
"165",0,29,0,1,0,6615.48157586662,1,1,1
"166",0,64,1,2,1,14265.8451038204,0,1,1
"167",0,31,1,2,1,4006.38508364789,0,1,1
"168",0,54,0,3,1,3937.86507156539,1,1,1
"169",0,61,1,3,1,16557.0493350797,0,1,1
"170",0,39,0,1,1,4408.75932976415,0,1,1
"171",0,44,0,3,0,11346.1008076631,1,1,1
"172",0,42,0,0,1,2578.32663010806,0,1,1
"173",0,44,0,0,1,5694.57735631615,0,1,0
"174",0,21,0,2,0,1888.11068946822,0,1,0
"175",0,66,1,1,0,6619.92772421797,2,1,1
"176",0,59,0,0,1,1673.88702922501,0,1,1
"177",0,58,0,1,1,1622.48141801312,1,1,1
"178",0,36,0,0,1,1215.79935139045,1,1,1
"179",0,23,1,1,0,4331.76526443688,0,1,1
"180",0,17,1,0,0,1606.74407342449,0,1,0
"181",0,60,0,2,1,9741.61208257509,0,1,1
"182",0,47,0,3,1,1862.62106738601,1,1,1
"183",0,37,1,2,0,11827.2791677764,0,1,0
"184",0,21,0,2,0,17466.2963341646,0,0,0
"185",0,39,1,3,1,7400.23021935858,0,1,0
"186",0,32,1,4,0,12013.7530598558,0,1,1
"187",0,26,0,2,1,9281.37412861126,0,1,1
"188",0,55,0,0,1,5701.02781893685,1,1,0
"189",0,60,1,3,1,10454.9307907101,0,1,1
"190",0,34,0,2,1,1364.8698345155,0,1,1
"191",0,66,0,0,0,1318.95344620571,0,1,1
"192",0,28,0,2,1,13164.0307600772,1,1,0
"193",0,23,0,2,0,8319.53706450896,0,1,1
"194",0,63,1,3,1,10607.8827472878,0,1,1
"195",0,63,1,3,1,4488.34806728862,2,1,1
"196",0,61,1,0,1,1272.40929294378,1,1,1
"197",0,61,1,3,1,21862.931821259,2,1,1
"198",0,46,1,3,1,28501.0929521786,1,1,0
"199",0,30,1,3,1,4624.26471513395,0,1,0
"200",0,20,1,2,0,2928.27485101922,0,1,0
"201",0,33,0,2,1,4855.48948717981,0,1,1
"202",0,38,1,4,0,14481.2623494456,0,1,0
"203",0,58,0,2,0,3190.11762577796,1,1,0
"204",0,47,1,2,0,6738.5624771825,0,1,1
"205",0,56,0,4,1,7374.45632861757,0,1,1
"206",0,61,0,1,1,2746.28291497099,0,1,0
"207",0,51,1,3,1,20484.9729003176,2,1,1
"208",1,66,1,3,1,7826.76251098122,0,1,1
"209",0,38,0,2,1,10559.5685509076,0,1,0
"210",0,65,1,2,1,12886.2234360293,0,1,0
"211",0,43,0,3,1,16016.8329591284,1,1,0
"212",0,61,1,1,1,7784.91239580634,1,1,1
"213",0,26,1,1,0,7672.82069012681,0,1,0
"214",0,62,0,0,1,2439.09637949429,0,1,1
"215",0,28,0,2,1,10796.3867256251,0,1,1
"216",0,21,1,1,0,3924.77562706135,0,1,0
"217",0,47,0,1,1,6065.39628337862,0,0,0
"218",1,35,0,2,0,13147.7309759426,1,1,1
"219",0,54,0,0,1,1069.42117314786,0,1,1
"220",0,44,1,0,1,798.0651666224,1,1,0
"221",0,66,1,1,0,3264.23168464244,2,1,1
"222",0,19,1,1,0,2127.78968542256,1,1,0
"223",0,51,1,1,1,5915.97723063818,0,1,1
"224",0,62,1,2,0,1748.44232173669,0,1,1
"225",0,42,1,0,1,2374.21256162226,1,1,0
"226",0,66,0,2,1,3042.17671067425,0,1,0
"227",0,49,1,1,1,14103.0143657186,0,1,0
"228",0,32,1,2,0,2398.61887230065,0,1,0
"229",0,59,1,4,1,1690.68048158732,0,1,1
"230",0,34,1,3,1,9604.56388000374,0,1,0
"231",0,22,1,2,0,2546.9375056623,1,1,1
"232",0,25,1,3,0,3163.34425549652,0,1,0
"233",0,50,0,0,0,1180.20795900375,0,1,1
"234",0,34,0,0,1,2448.28423366882,0,1,0
"235",0,30,1,4,0,29489.528507569,1,1,0
"236",0,49,1,2,1,10913.9847149513,1,1,0
"237",0,56,0,2,1,8116.0056667338,0,1,0
"238",0,23,1,3,0,4653.7904595305,0,1,1
"239",0,58,0,1,1,7004.28886973624,0,1,1
"240",0,35,1,1,1,7071.81231460301,0,0,1
"241",0,53,1,1,0,3984.43736435908,0,1,1
"242",0,25,0,3,0,13736.8979785413,0,1,1
"243",0,65,0,2,1,7944.9339471143,0,1,0
"244",0,52,1,0,0,4298.50883278996,0,1,1
"245",0,35,1,0,1,2192.95630909503,1,1,0
"246",0,62,0,2,1,12969.7741676774,0,1,1
"247",0,34,0,3,0,7022.92762655985,1,1,1
"248",0,19,1,0,0,2554.9245454371,1,1,0
"249",0,50,1,3,1,16021.7061320747,2,1,1
"250",0,44,0,2,0,1535.06577696816,0,1,0
"251",0,61,1,0,1,1227.952044392,0,1,0
"252",0,38,1,1,0,3697.46436594219,0,1,1
"253",0,24,1,3,1,15818.6128627809,1,1,1
"254",0,44,1,1,1,3785.71271610234,0,1,1
"255",1,42,1,3,1,21780.4413234025,1,1,0
"256",0,48,0,4,1,6836.55768669501,0,1,0
"257",0,64,0,4,0,2913.03619858241,0,1,1
"258",0,26,0,1,0,5559.54925940612,0,1,1
"259",0,59,0,2,1,8643.55496758162,0,1,1
"260",0,62,0,1,1,3042.33564056203,1,1,1
"261",0,42,0,1,1,5230.61084371314,0,1,0
"262",0,21,0,2,0,2938.91769396274,0,1,0
"263",0,44,1,3,1,2392.66080641834,1,1,1
"264",0,54,0,2,0,2490.19677450597,1,1,1
"265",0,27,1,2,0,4753.95406993612,1,1,0
"266",0,22,0,2,0,9249.72254182435,0,1,0
"267",0,31,0,2,0,4993.855163431,1,1,0
"268",0,52,1,0,1,1916.43485280685,1,1,0
"269",0,33,0,3,1,10407.0952446372,0,1,1
"270",0,63,1,4,1,3868.10636579296,0,1,1
"271",0,28,1,4,1,8880.38559903882,0,1,0
"272",0,54,1,2,1,17474.9887797104,1,1,1
"273",0,43,1,2,1,10793.7465720199,0,1,1
"274",0,30,1,2,1,18033.2378170764,0,1,1
"275",0,18,0,2,0,16215.6193253031,0,1,0
"276",0,47,0,2,1,11122.6770225145,0,1,0
"277",0,50,1,3,1,8993.61830691276,0,1,1
"278",0,20,0,1,0,17422.1867401961,0,1,0
"279",0,26,1,1,1,8535.19487834902,1,1,1
"280",0,27,1,3,1,23359.2354764544,0,1,1
"281",0,30,1,3,1,1667.15615636024,1,1,1
"282",0,41,1,1,1,4027.86263159462,1,1,1
"283",0,38,1,1,0,7602.27401910177,0,1,1
"284",0,49,1,1,1,2208.30351610864,0,1,1
"285",0,43,0,0,0,810.584195982665,0,1,0
"286",0,24,0,2,0,1189.52305833456,1,1,1
"287",0,33,1,2,0,2382.78694059926,1,1,0
"288",0,42,0,0,0,4558.14216760918,0,1,1
"289",0,26,0,1,1,10829.3987598652,0,1,0
"290",0,59,1,3,0,9703.59708804919,0,1,1
"291",0,17,0,1,0,2574.15657950759,0,1,0
"292",0,65,0,0,0,689.698397507891,0,1,0
"293",0,28,0,0,1,5275.3262529429,0,1,0
"294",0,64,0,3,1,23058.0902036416,2,1,1
"295",0,50,0,0,0,1362.5703478232,0,1,1
"296",0,62,0,0,1,2043.16821208224,0,1,1
"297",0,31,0,2,0,9293.93612217897,0,1,1
"298",0,47,1,4,1,4675.1791867762,0,1,0
"299",0,52,1,0,1,1057.234667968,1,1,1
"300",0,53,0,3,1,1938.15556084009,0,1,1
"301",0,59,1,2,1,19835.7928369464,2,1,1
"302",0,24,1,3,1,22362.1425713735,0,1,1
"303",0,25,1,1,0,3814.47028705894,1,1,1
"304",0,47,1,0,0,1484.90565023385,0,1,1
"305",0,31,1,2,1,15366.9366738837,0,1,0
"306",0,58,1,4,1,10373.2027872791,2,1,1
"307",0,58,0,2,1,7125.58290187188,0,1,1
"308",0,53,0,2,1,6376.50662364608,1,1,1
"309",0,25,0,3,0,11058.0470941458,0,1,0
"310",0,62,0,1,1,7905.73134793991,1,1,1
"311",0,26,1,2,0,1670.97637850836,0,1,1
"312",0,59,0,0,1,2130.36673532799,0,1,0
"313",0,51,0,3,0,15829.7620548276,0,0,1
"314",0,52,0,1,1,12025.8126331743,0,1,1
"315",0,61,0,0,1,7678.20765215904,0,1,0
"316",0,56,1,2,1,5396.6032434537,0,1,1
"317",0,40,1,2,0,8571.08019657064,0,1,0
"318",0,37,0,3,0,2623.52899823549,0,1,0
"319",0,22,0,2,1,4862.13437937764,0,1,1
"320",0,43,1,3,0,1632.35343246763,0,1,0
"321",0,17,1,4,0,19575.9714575792,0,1,0
"322",0,20,0,2,0,4555.05299883167,0,1,0
"323",0,51,1,1,1,3602.27511155785,1,1,1
"324",0,28,1,2,1,3057.20491729781,0,1,0
"325",0,17,1,4,0,3032.80733481418,0,1,0
"326",0,63,0,1,1,6393.71401057964,1,1,0
"327",0,22,0,2,0,5900.43245724417,0,1,0
"328",0,30,0,1,0,1835.99900427394,0,1,0
"329",0,61,1,0,1,2489.50151287019,1,1,0
"330",0,35,1,0,1,1625.1458297763,1,1,0
"331",0,31,0,2,0,6371.5739922805,0,1,1
"332",0,64,0,3,1,1404.1340307051,0,1,0
"333",0,58,0,2,1,22410.0307368002,0,1,1
"334",0,43,0,2,0,9994.08402246412,0,1,1
"335",0,27,0,1,0,2903.83415322961,1,1,0
"336",0,51,0,0,1,1838.9468125347,0,1,0
"337",0,24,0,0,1,2240.36414043978,1,1,0
"338",0,53,1,3,1,7626.4086383198,2,1,1
"339",0,43,0,2,0,15960.7360907038,0,1,0
"340",0,34,0,3,1,24451.8148877932,0,1,1
"341",0,65,0,0,1,1320.5705091171,1,1,0
"342",0,47,0,0,1,1942.3681345582,0,1,0
"343",0,19,0,1,0,1091.37120367226,1,1,0
"344",0,61,0,2,1,8541.31122962081,1,1,1
"345",0,18,1,3,0,2397.33552719124,0,1,0
"346",0,24,1,1,0,1653.1715004963,1,1,1
"347",0,37,0,2,1,4986.07973993795,0,1,0
"348",0,60,1,0,1,1243.49751805887,1,1,1
"349",0,54,0,1,1,15157.3948031925,0,1,1
"350",0,62,0,2,1,7954.75859505314,0,1,0
"351",0,49,0,2,1,16472.6175278396,0,1,0
"352",0,27,0,1,0,1411.43221298983,1,0,0
"353",0,42,0,1,1,21071.7946538735,0,1,1
"354",0,20,0,2,0,16781.3256901113,1,1,0
"355",0,31,0,2,1,2314.84536296104,0,1,1
"356",0,48,1,1,1,2946.42867512938,0,1,1
"357",0,21,0,0,0,978.322236193344,1,1,0
"358",0,35,1,4,1,15722.1910245165,0,1,0
"359",0,23,1,2,0,9410.50518122174,0,1,1
"360",0,25,0,1,0,2455.58454641098,0,1,0
"361",0,17,1,4,0,26656.3132766222,0,1,0
"362",0,37,1,3,1,2278.1492536154,1,1,1
"363",0,33,1,1,0,6556.34130393736,1,1,0
"364",0,48,0,4,1,9247.98711647512,1,1,0
"365",0,57,0,0,1,782.785831373185,1,1,1
"366",0,33,0,2,0,7576.95419813176,0,1,1
"367",0,59,0,3,1,11628.4911934275,0,1,1
"368",0,57,0,2,1,2071.5253529634,0,1,0
"369",0,57,1,0,1,1471.28953000531,0,1,1
"370",1,31,0,1,0,11720.3379879827,0,1,0
"371",0,42,1,1,1,5893.74024433715,0,1,0
"372",0,39,1,3,0,8928.71228100319,0,1,0
"373",0,52,1,1,1,6736.578730531,0,1,1
"374",0,40,0,3,1,5795.39558099114,0,1,1
"375",0,55,1,1,1,7523.70549284153,0,1,0
"376",0,54,1,3,0,7332.59432053638,2,1,1
"377",0,59,1,1,1,15216.886271472,0,1,1
"378",0,22,0,3,1,23944.2018659296,1,1,1
"379",0,66,0,2,1,12981.0794297955,2,1,1
"380",0,28,0,2,1,1751.05761051863,0,1,1
"381",0,22,0,2,0,3745.19222161517,1,1,0
"382",0,52,0,3,1,26249.9824236187,0,1,1
"383",0,50,0,2,1,6552.74937045084,1,1,1
"384",0,48,0,3,1,10979.3382666244,0,1,1
"385",0,53,1,2,1,9385.77782791277,1,1,1
"386",0,64,1,2,1,7620.39654381164,0,1,1
"387",0,23,0,1,1,5234.2455580327,0,1,1
"388",0,43,1,2,0,2119.49303700352,1,1,0
"389",0,58,1,3,0,10111.2661778627,2,1,1
"390",0,65,1,2,1,1813.74361473494,2,1,0
"391",0,60,0,2,0,2505.76111949688,0,1,1
"392",0,56,0,0,1,1553.53945184499,0,1,0
"393",0,38,0,3,1,9263.01261851266,0,1,0
"394",0,37,1,3,1,10710.7100293659,1,1,0
"395",0,47,0,2,1,13974.7753016928,1,1,0
"396",0,23,1,4,0,7797.79568498835,0,0,1
"397",0,53,1,3,1,10608.257250731,2,1,1
"398",0,59,0,0,1,1824.35092300177,1,1,1
"399",0,41,1,2,1,15268.7853395578,0,1,0
"400",0,64,0,0,1,2540.64343313687,0,1,0
"401",0,59,1,2,1,13808.806975511,0,1,1
"402",0,50,1,2,1,2391.31745282824,0,1,1
"403",0,65,0,2,1,14743.2891878182,0,1,0
"404",0,40,0,2,1,5421.58091055942,0,1,1
"405",0,33,1,1,0,2317.25447719525,0,1,1
"406",0,17,1,1,0,2960.41008718308,0,1,0
"407",0,25,0,1,0,2258.61457458142,0,1,0
"408",0,55,0,3,0,21590.7579725805,1,1,0
"409",0,29,0,1,0,6261.44900884305,0,1,0
"410",0,43,0,2,1,4658.53169244762,0,1,1
"411",0,23,0,2,0,11516.84654768,1,1,0
"412",0,25,0,0,0,1169.72862216644,0,1,0
"413",0,65,0,1,1,1228.40056178,0,1,1
"414",0,57,0,1,1,6620.20593158715,1,1,0
"415",0,62,0,2,1,12152.80104435,2,1,1
"416",0,38,0,0,0,1312.86965459585,0,1,1
"417",0,45,1,1,1,2933.33243094095,0,1,0
"418",0,23,0,2,0,1956.94760584513,0,1,1
"419",0,17,1,1,0,6725.09858954006,0,1,0
"420",0,44,1,3,1,20287.9622989282,0,1,1
"421",0,48,1,3,0,11906.8197085275,0,1,1
"422",0,18,0,2,0,5622.74426880296,0,1,0
"423",0,24,0,1,1,1135.21028924781,0,1,0
"424",0,35,1,3,1,5363.0560028421,0,1,0
"425",0,22,0,1,0,5288.70536197873,0,1,0
"426",0,62,1,3,1,5607.64365848897,2,1,0
"427",0,37,0,2,1,1350.34066499386,0,1,0
"428",0,42,0,3,1,21925.1191018195,0,1,0
"429",0,30,0,2,0,9317.39732539644,0,1,0
"430",0,22,0,2,0,5456.67585522838,1,1,1
"431",0,37,0,1,0,4203.9157557373,0,1,1
"432",0,53,0,1,1,2968.48485653632,0,1,1
"433",0,57,0,3,1,29816.0899872885,0,1,0
"434",0,40,1,0,1,1210.80983954482,0,1,0
"435",0,39,0,0,0,1359.39721213654,1,1,1
"436",0,53,0,2,0,2876.20150403298,0,1,1
"437",0,66,1,3,1,12829.6717760092,0,1,0
"438",0,29,1,2,1,9844.14741470778,0,1,0
"439",0,17,1,2,0,5964.30709957971,0,1,0
"440",0,47,1,1,1,2121.03283306317,0,1,1
"441",0,55,0,0,1,1573.32215735689,0,1,0
"442",0,58,0,2,0,3720.59778635052,0,1,1
"443",0,38,0,3,1,4752.1658505655,0,1,1
"444",0,63,0,3,1,2769.80445594184,2,1,1
"445",0,53,0,0,1,2123.91763616353,0,1,1
"446",0,42,1,3,1,2275.08310822163,1,1,1
"447",0,57,1,1,1,3398.05820922778,1,1,0
"448",0,44,1,2,1,3426.74812458002,0,1,1
"449",0,50,1,3,1,16840.1418094082,0,1,1
"450",0,51,0,2,1,10900.7064517083,0,1,0
"451",0,19,1,4,0,34082.5223120537,0,1,0
"452",0,18,0,1,0,5587.58710650548,0,1,0
"453",0,31,0,0,1,2005.28938200325,1,0,1
"454",0,34,1,2,0,15946.3450096711,0,1,1
"455",0,20,0,1,0,8613.95052305647,1,1,0
"456",0,23,0,2,1,3682.96682623243,1,1,1
"457",0,38,1,0,1,1623.77696147189,0,1,1
"458",0,49,1,2,0,2679.13993882473,0,1,0
"459",0,20,0,3,0,6258.34812902733,0,1,0
"460",0,38,1,2,0,5422.28929945881,1,1,0
"461",0,41,0,2,0,6539.72518626139,0,1,0
"462",0,24,0,3,0,9658.59872322542,0,0,1
"463",0,21,0,2,0,5461.27707290601,1,1,0
"464",0,28,1,3,1,6493.4131473128,1,1,0
"465",0,56,1,3,0,9569.61438075724,0,1,1
"466",0,39,1,2,1,14169.0349734455,1,1,0
"467",0,62,0,0,1,1450.73148168623,1,0,0
"468",0,24,0,3,0,4214.70344163987,0,1,1
"469",0,17,1,2,0,2927.75684656437,0,1,0
"470",0,51,1,3,1,5300.04934068667,2,1,0
"471",0,35,1,2,1,4689.62968238368,1,1,0
"472",0,65,1,3,1,8797.45427698646,0,1,0
"473",0,37,1,2,0,10971.4830648564,0,1,1
"474",0,52,1,2,1,3778.95775612055,0,1,1
"475",0,22,0,0,0,4349.68443689868,1,0,1
"476",0,25,1,2,1,5368.63641436532,1,1,1
"477",0,59,1,3,1,24106.6305805176,2,1,1
"478",0,24,0,2,0,8513.22567397844,1,1,0
"479",0,38,0,0,0,1564.23387778923,0,1,0
"480",0,49,1,2,1,14331.5521547298,1,1,1
"481",0,26,0,2,1,4010.48260049424,1,1,0
"482",0,18,0,3,0,10057.4230408113,1,1,0
"483",0,46,1,1,1,1956.55625950098,0,1,1
"484",0,60,1,2,1,9305.42786988756,0,1,0
"485",0,22,0,3,0,23630.7147687897,1,1,1
"486",0,35,0,4,0,11910.8283790032,1,1,0
"487",0,22,0,3,0,2444.94386321286,0,1,1
"488",0,39,1,3,0,18425.9737708175,0,1,0
"489",0,22,1,2,0,9527.03580282468,0,1,0
"490",0,46,1,3,0,15554.7990756949,1,1,1
"491",0,41,1,3,0,2352.76105710087,0,1,1
"492",0,41,0,3,1,3487.93577620697,0,1,1
"493",0,18,1,2,0,18500.7565942936,0,1,0
"494",1,50,0,2,1,12939.9515905443,0,1,1
"495",0,22,0,0,0,1028.67361214012,1,1,0
"496",0,23,1,3,0,5612.62247116572,1,1,1
"497",0,32,0,3,1,23141.7569075222,0,1,0
"498",0,35,0,1,0,3981.74263032818,0,1,1
"499",0,45,0,2,1,20636.3339798581,0,1,0
"500",0,34,1,2,1,11352.2914493146,0,1,1
"501",0,24,1,0,0,2074.86761091277,0,1,0
"502",0,34,1,1,1,9204.09521315781,0,1,0
"503",0,34,0,3,1,11614.1636607908,0,1,0
"504",0,42,0,1,1,1890.62360037482,0,1,1
"505",0,38,1,1,1,4436.06759971493,0,1,1
"506",0,56,1,3,1,10802.4501910373,0,1,0
"507",0,31,1,4,0,1699.92695249388,1,1,0
"508",0,49,0,3,1,6117.22456911892,0,1,1
"509",0,31,0,1,1,2368.86184707611,0,1,1
"510",0,51,1,2,1,6836.64784634168,0,1,1
"511",0,54,1,2,1,9907.65908254737,0,1,1
"512",0,49,1,1,1,1979.28340733256,1,0,0
"513",0,42,1,4,1,29327.0585417546,0,1,0
"514",0,58,0,3,1,15211.4000265749,0,1,0
"515",0,45,1,1,1,11457.6447810527,1,1,1
"516",0,56,1,1,0,5159.51693933665,0,1,1
"517",0,21,1,2,0,2568.50868333797,1,0,0
